"","Pood","Tootenimi","Hind,€","Hind, €/kg"
"342","Barbora","Dušigeel NS Loves Estonia värsk. 400ml",5.69,NA
"343","Barbora","Rohel. kivideta oliivid WELL DONE,280g",1.79,6.39
"344","Barbora","Rohel. kivideta oliivid EXTRA LINE,280g",1.19,4.25
"345","Barbora"," Rohel. kivideta oliivid XL WD 340g",1.89,5.56
"346","Barbora","Rohel.tee Tie Guan Yin BASILUR 100g",5.59,55.9
"347","Barbora"," L-Karnitiin+CLA+ Rohel.Tee ICONFIT 90tk",9.39,NA
"348","Barbora","Karp šok.kompv.pähkl. I Love MILKA 110g",3.59,32.64
"349","Barbora","Jäätis SUPER VIVA Vegan rohel.smuuti,97g",1.99,20.52
"350","Barbora","Lauamäng TACTIC Loe mu mõtteid",26.99,NA
"351","Barbora","Rohel.tee The Island of Tea BASILUR 100g",4.49,44.9
"352","Barbora"," Kiisueine GOURMET PERLE kan,küül,lõh4x85",1.99,5.85
"353","Barbora","Raamat Armsad loomalapsed. Loe ja kuula!",12.89,NA
"354","Bolt Market Soola","Felix, kiisueine Fantastic lõhe, 85g",0.72,8.47
"355","Bolt Market Soola","Hau Hau Champion, GrainFree täistoit lõhe-heeringa, 1,5kg",11.89,7.93
"356","Bolt Market Soola","Flint, punase lõhemarja maitselised kuivikud, 35g",0.59,16.86
"357","Bolt Market Soola","M.V.Wool, soolalõhe viilutatud, 100g",4.39,43.9
"358","Bolt Market Soola","Japanese Choice, sushi nori lehed, 14g",2.89,206.43
"359","Bolt Market Soola","Smile, küpsetuspaberi lehed karbis 38x42cm, 24tk",2.49,NA
"360","Bolt Market Soola","Dr. Beckmann, pesuvahendi lehed Magic Leaves Universal, 25tk",10.35,NA
"361","Bolt Market Soola","Dr. Beckmann, üldpuhastusvahendi lehed Magic Leaves Summer Lemon, 20tk",5.49,NA
"362","Bolt Market Soola","Dr. Beckmann, pesuvahendi lehed Magic Leaves Sensitive Cotton Fresh, 25tk",8.99,NA
"363","Wolt Market Karlova","Soolalõhe viilutatud M.V.Wool 100g",4.39,43.9
"364","Wolt Market Karlova","Külmsuitsulõhe viilutatud M.V.Wool 100g",4.39,43.9
"365","Wolt Market Karlova","Vici soolalõhefilee tükk 160g",5.89,36.81
"366","Wolt Market Karlova","Vici Smart Choice külmsuitsu lõhefilee 100g",4.29,42.9
"367","Wolt Market Karlova","Food On Foot kolmnurkvõileib lõhe ja munaga, 165g",2.99,18.12
"368","Wolt Market Karlova","PrimaDog lõhe eine 260g",2.89,11.12
"369","Wolt Market Karlova","Athena mahlased närimispulgad lõhe ja forelliga ( lihasisaldus 83%) 50g",1.59,31.8
"370","Wolt Market Karlova","Purina One Bifensis Dual Defence kuiv kassitoit lõhe-täisteranisu 800g",7.69,9.61
"371","Wolt Market Karlova","Piper kuivtoit steriliseeritud kassile lõhega, 3kg",20.99,7
"372","Wolt Market Karlova","Purina One kiisueine steriliseeritud kassidele lõhe-porgand 4 x 85g",3.99,11.74
"373","Wolt Market Karlova","Sheba pasteet lõhega 85g",0.99,11.65
"374","Wolt Market Karlova","Gourmet Gold kiisueine lõhe-kana kastmes 85g",0.99,11.65
"375","Wolt Market Karlova","Piper märgtoit kassile lõhega, 100g",1.49,14.9
"376","Wolt Market Karlova","Carpathian Premium kassitoit lõhe kastmes100g",0.69,6.9
"377","Wolt Market Karlova","Sheba kiisueine kalavalik lõhe/tuunikala/forell, 6x50g",2.99,9.97
"378","Wolt Market Karlova","Gourmet Gold pasteet kassidele kalkun, 85g",0.95,11.18
"379","Wolt Market Karlova","Gourmet Gold pasteet kassidele veis, 85g",0.95,11.18
"380","Wolt Market Karlova","Kapten Grant lõhe omas mahlas 230g",2.69,11.7
"381","Wolt Market Karlova","Perfect Fit kiisueine kana ja lõhe kastmes, 4x85g",3.19,9.38
"382","Wolt Market Karlova","Perfect Fit kiisueine lõhe ja porgand/siig ja herned kastmes, 4x85g",3.19,9.38
"383","Wolt Market Karlova","Perfect Fit kiisueine toakassidele kana ja hernestega/lõhe ja porganditega 4x85g",3.19,9.38
